Time (sec),Accel. Position (%),Boost (PSI),Fuel Economy (MPG),Gear Position (Gear),RPM (RPM),Vehicle Speed (mph)
124.096,0,-9.51,99.3,6,797,35
124.108,0,-9.51,99.3,6,798,35
124.134,0,-9.5,99.5,6,797,35
124.157,0,-9.5,99.5,6,795,35
124.169,0,-9.47,100,6,792,35
124.199,0,-9.47,100,6,790,35
124.201,0,-9.46,100,6,790,35
124.223,0,-9.46,98.3,6,788,34
124.235,0,-9.48,98.1,6,788,34
124.258,0,-9.48,97.9,6,789,34
124.28,0,-9.46,97.9,6,787,34
124.306,0,-9.46,97.9,6,785,34
124.31,0,-9.43,97.9,6,785,34
124.322,0,-9.43,97.9,6,784,34
124.347,0,-9.43,97.9,6,784,34
124.359,0,-9.42,97.9,6,780,34
124.371,0,-9.42,97.9,6,779,34
124.387,0,-9.41,97.9,6,779,34
124.399,0,-9.41,97.6,6,779,34
124.426,0,-9.4,97.4,6,779,34
124.438,0,-9.4,97.4,6,779,34
124.45,0,-9.4,97.2,6,778,34
124.462,0,-9.37,96.9,6,778,34
124.474,0,-9.37,96.9,6,776,34
124.502,0,-9.35,96.7,6,773,34
124.526,0,-9.35,96.7,6,772,34
124.537,0,-9.34,94.8,6,772,34
124.549,0,-9.34,94.5,6,772,34
124.573,0,-9.34,94.3,6,772,34
124.584,0,-9.31,94.1,6,772,34
124.596,0,-9.31,94.1,6,772,34
124.619,0,-9.28,94.1,6,772,34
124.644,0,-9.28,93.8,6,771,34
124.648,0,-9.28,93.6,6,771,34
124.66,0,-9.26,93.3,6,772,34
124.675,0,-9.26,93.1,6,772,34
124.7,0,-9.24,92.9,6,777,34
124.713,0,-9.24,92.4,6,780,34
124.725,0,-9.24,92.4,6,780,34
124.747,0,-9.23,90.5,6,786,33
124.762,0,-9.23,90.2,6,788,33
124.774,0,-9.22,89.8,6,794,33
124.806,0,-9.22,89.8,6,798,33
124.828,0,-9.22,88.6,6,811,33
124.841,0,-9.25,88.6,6,811,33
124.858,0,-9.25,86.7,6,831,33
124.88,0,-9.29,86.9,6,831,33
124.893,0,-9.29,85.2,6,846,33
124.904,0,-9.29,84.8,6,854,33
124.926,0,-9.32,83.3,6,871,33
124.942,0,-9.32,81.2,6,879,32
124.954,0,-9.37,79.8,6,897,32
124.966,0,-9.37,79.3,6,906,32
124.988,0,-9.45,77.9,6,926,32
125,0,-9.45,77.2,6,937,32
125.015,0,-9.5,77.6,6,937,32
125.037,0,-9.56,75.7,6,967,32
125.049,0,-9.56,76,6,984,32
125.069,0,-9.56,72.9,6,993,32
125.082,0,-9.65,72.2,6,1009,32
125.095,0,-9.65,72.2,6,1015,32
125.107,0,-9.72,71.7,6,1041,32
125.129,0,-9.8,71.7,6,1041,32
125.14,0,-9.8,70.2,6,1068,32
125.16,0,-9.89,70.7,6,1068,32
125.182,0,-9.96,69.5,6,1098,32
125.206,0,-9.96,68.8,6,1131,32
125.218,0,-10.03,66.2,6,1159,31
125.245,0,-10.12,66.4,6,1159,31
125.257,0,-10.19,66.2,6,1196,31
125.269,0,-10.19,65.7,6,1205,31
125.289,0,-10.27,66.2,6,1205,31
125.301,0,-10.27,65.2,6,1231,31
125.314,0,-10.35,65,6,1249,31
125.326,0,-10.42,65.2,6,1259,31
125.349,0,-10.42,63.3,0,1282,30
125.361,0,-10.51,63.3,5,1294,30
125.375,0,-10.58,63.8,5,1300,30
125.398,0,-10.58,63.6,5,1324,30
125.412,0,-10.63,63.3,5,1345,30
125.429,0,-10.7,63.8,5,1345,30
125.441,0,-10.7,63.1,5,1369,30
125.454,0,-10.79,61.9,5,1382,30
125.466,0,-10.86,62.2,5,1389,30
125.478,0,-10.86,61.9,5,1413,30
125.502,0,-10.91,61.9,5,1432,30
125.515,0,-10.97,61.9,5,1446,30
125.538,0,-11.02,62.4,5,1470,30
125.55,0,-11.06,62.2,5,1484,30
125.582,0,-11.11,61.2,4,1507,29
125.594,0,-11.16,61.4,4,1519,29
125.616,0,-11.21,61.9,4,1540,29
125.642,0,-11.27,62.2,4,1556,29
125.664,0,-11.36,62.4,4,1570,29
125.682,0,-11.36,62.4,4,1584,29
125.695,0.8,-11.41,61,4,1597,29
125.718,2.4,-11.5,61.4,4,1617,29
125.73,2.7,-11.5,61.4,4,1622,29
125.756,3.5,-11.48,60.7,4,1634,29
125.767,3.9,-11.46,59.3,4,1640,29
125.779,4.7,-11.43,57.4,4,1654,29
125.804,5.1,-11.38,55.5,4,1669,29
125.816,5.5,-11.31,52.6,4,1685,28
125.828,5.9,-11.2,50,4,1693,28
125.852,6.3,-11.09,48.8,4,1699,28
125.872,7.1,-11.01,46.4,4,1711,28
125.884,7.8,-10.91,44.1,4,1722,28
125.906,8.2,-10.75,41.2,4,1742,28
125.922,8.2,-10.58,38.1,4,1759,28
125.933,8.2,-10.4,35.7,4,1764,27
125.946,8.2,-10.18,33.3,4,1781,27
125.972,8.2,-9.75,30.5,3,1799,27
125.987,8.2,-9.7,28.3,3,1817,27
125.999,7.8,-9.54,26.7,3,1854,27
126.029,7.8,-9.37,25.7,3,1862,27
126.042,7.5,-9.28,24.3,3,1900,27
126.055,7.5,-9.17,23.6,3,1920,27
126.066,7.5,-9.08,22.9,3,1957,27
126.089,7.5,-9.02,22.6,3,1979,27
126.102,7.5,-8.97,22.1,3,2014,27
126.114,7.5,-8.94,21.9,3,2035,27
126.126,7.8,-8.92,21.4,3,2070,27
126.148,7.8,-8.78,20.7,3,2115,27
126.16,7.8,-8.7,20.2,3,2124,27
126.183,7.8,-8.58,19.3,3,2170,26
126.195,8.2,-8.57,18.8,3,2207,26
126.207,8.2,-8.44,18.6,3,2234,26
126.234,8.6,-8.38,18.1,3,2255,26
126.246,8.6,-8.24,17.6,3,2290,26
126.258,8.6,-8.09,16.7,3,2346,26
126.282,7.8,-7.89,16.2,3,2376,26
126.304,7.5,-7.72,15.7,0,2404,25
126.309,7.1,-7.76,15.7,2,2464,25
126.331,6.7,-7.9,16,2,2486,25
126.354,5.9,-7.93,16.4,2,2523,25
126.358,5.5,-7.93,16.4,2,2580,25
126.382,5.1,-8.28,16.9,2,2638,25
126.394,5.1,-8.51,17.4,2,2659,25
126.406,5.1,-8.58,17.9,2,2710,25
126.429,4.7,-8.63,18.3,2,2718,25
126.442,4.7,-8.76,18.8,2,2763,25
126.454,4.7,-8.87,18.6,2,2789,25
126.477,5.1,-9.15,19.3,2,2793,25
126.489,4.7,-9.25,19.5,2,2798,25
126.501,4.7,-9.4,20.2,2,2799,25
126.517,4.3,-9.45,21,2,2796,25
126.529,4.3,-9.49,21.4,2,2785,25
126.567,3.1,-9.54,22.1,2,2753,25
126.578,1.2,-9.78,23.6,2,2695,24
126.59,0,-9.99,24.8,2,2668,24
126.611,0,-10.2,26.2,2,2614,24
126.634,0,-10.37,27.9,2,2584,24
126.646,0,-10.43,28.6,2,2578,24
126.668,0,-10.51,30.2,2,2561,24
126.682,0,-10.66,31.4,2,2550,24
126.706,0,-10.88,32.6,2,2545,24
126.718,0,-10.9,33.6,2,2550,24
126.73,0,-10.97,34.5,2,2562,24
126.753,0,-11.07,35.2,2,2590,24
126.765,0,-11.15,35.7,2,2608,24
126.793,0,-11.18,36.2,2,2639,24
126.805,0,-11.26,37.1,2,2680,24
126.832,0,-11.32,37.4,2,2706,24
126.844,0,-11.53,38.1,2,2713,24
126.872,0,-11.57,38.8,2,2702,24
126.884,0,-11.58,39.5,2,2680,24
126.896,0,-11.58,39.8,2,2662,24
126.918,0,-11.62,40.2,2,2645,24
126.932,0,-11.7,40.7,2,2623,24
126.949,0,-11.72,39.8,2,2613,24
126.962,0,-11.72,40,2,2593,24
126.988,0,-11.67,40.5,2,2575,24
126.993,0,-11.63,40.5,2,2554,24
127.007,0,-11.79,40.7,2,2525,24
127.034,0,-11.81,41.2,2,2519,24
127.046,0,-11.68,41.4,2,2504,24
127.062,0,-11.72,41.7,2,2494,24
127.075,0,-11.81,41.7,2,2500,24
127.097,0,-11.78,41.7,2,2521,24
127.109,0,-11.76,41.7,2,2532,24
127.132,0,-11.82,41.4,2,2551,24
127.144,0,-11.82,41.4,2,2573,24
127.156,0,-11.78,41.7,2,2580,24
127.179,0,-11.72,41.7,2,2593,24
127.19,0,-11.85,41.9,2,2594,24
127.203,0,-11.87,42.4,2,2588,24
127.215,0,-11.86,41.7,2,2580,23
127.242,0,-11.83,41.9,2,2569,23
127.264,0,-11.87,42.4,2,2541,23
127.288,0,-11.89,42.9,2,2513,23
127.31,0,-11.79,43.8,2,2482,23
127.331,0,-11.86,44.1,2,2468,23
127.343,0,-11.84,44.5,2,2462,23
127.365,0,-11.76,45,2,2466,23
127.388,0,-11.87,45.5,2,2481,23
127.4,0,-11.87,46,2,2483,23
127.422,0,-11.84,46,2,2493,23
127.448,0,-11.81,46.4,2,2510,23
127.459,0,-11.86,46.7,2,2519,23
127.486,0,-11.83,47.1,2,2518,23
127.498,0,-11.77,47.9,2,2521,23
127.512,0,-11.86,50.5,2,2504,23
127.528,0,-11.88,52.4,2,2495,23
127.54,0,-11.76,50.2,2,2479,22
127.552,0,-11.78,51,2,2468,22
127.564,0,-11.85,51,2,2448,22
127.592,0,-11.81,52.9,2,2446,22
127.619,0,-11.76,53.6,2,2427,22
127.624,0,-11.82,53.6,2,2416,22
127.639,0,-11.75,55,2,2411,22
127.664,0,-11.72,55.7,2,2415,22
127.676,0,-11.82,56.7,2,2418,22
127.7,0,-11.78,57.4,2,2430,22
127.722,0,-11.82,59.3,2,2440,22
127.748,0,-11.78,57.9,2,2439,22
127.762,1.2,-11.71,59.3,2,2442,22
127.774,1.2,-11.79,59.8,2,2442,22
127.796,1.2,-11.76,59.1,2,2433,22
127.812,1.6,-11.67,59.5,2,2423,22
127.824,1.6,-11.67,58.3,2,2415,22
127.846,1.6,-11.72,57.9,2,2403,22
127.858,2,-11.63,59.8,2,2389,22
127.87,2,-11.63,60.2,2,2385,22
127.895,2.4,-11.69,61,2,2380,22
127.907,2.7,-11.63,62.4,2,2379,22
127.925,3.5,-11.66,62.4,2,2376,22
127.947,5.9,-11.71,62.4,2,2373,22
127.976,6.7,-11.64,62.2,2,2369,22
127.987,7.8,-11.67,61.4,2,2367,22
127.999,8.2,-11.62,61,2,2367,22
128.025,8.2,-11.66,60.5,2,2362,22
128.042,8.2,-11.58,60,2,2354,22
128.058,8.2,-11.55,59.3,2,2352,22
128.07,8.6,-11.58,58.6,2,2348,22
128.098,8.6,-11.52,57.9,2,2348,22
128.111,8.2,-11.44,57.4,2,2342,22
128.123,8.2,-11.48,56,2,2338,22
128.145,8.2,-11.39,53.3,2,2336,21
128.158,8.2,-11.33,51.7,2,2333,21
128.18,8.2,-11.17,50.7,2,2333,21
128.202,9,-11.16,49.8,2,2328,21
128.222,9.4,-11.17,48.3,2,2324,21
128.236,11,-11.07,46.7,2,2326,21
128.248,12.9,-10.99,44.8,2,2322,21
128.262,14.1,-10.9,43.1,2,2322,21
128.274,14.9,-10.79,42.1,2,2317,21
128.297,16.1,-10.78,40.5,2,2315,21
128.309,16.9,-10.62,38.8,2,2315,21
128.335,16.9,-10.6,38.1,2,2309,21
128.34,17.3,-10.64,35.5,2,2307,21
128.355,17.6,-10.48,32.9,2,2307,21
128.386,18,-10.28,31,2,2303,21
128.398,18.8,-10.17,28.8,2,2304,21
128.412,19.2,-9.98,27.4,2,2306,21
128.424,19.6,-9.84,25.5,2,2303,21
128.446,19.6,-9.59,23.6,2,2306,21
128.458,20,-9.46,21.9,2,2310,21
128.47,20,-9.39,20.5,2,2308,21
128.493,20,-9.04,19,2,2315,21
128.504,20,-8.94,17.9,2,2322,21
128.532,20,-8.75,16.7,2,2324,21
128.544,20.4,-8.3,15,2,2336,21
128.556,20.8,-8.23,14.3,2,2344,21
128.581,21.2,-7.6,13.6,2,2345,21
128.604,21.6,-7.46,12.6,2,2351,21
128.608,21.6,-6.74,12.1,2,2351,21
128.621,22,-6.46,11.4,2,2353,21
128.645,22,-6.38,11,2,2355,21
128.657,22,-5.53,10.5,2,2350,21
128.68,22,-5.24,10.2,2,2336,21
128.692,22,-4.51,10,2,2330,21
128.704,22,-4.19,9.8,2,2321,21
128.716,22,-4.23,9.5,2,2315,21
128.738,22.7,-4.14,9.3,2,2306,21
128.75,23.1,-3.32,9,2,2306,21
128.767,23.9,-3.05,8.8,2,2306,21
128.779,24.3,-2.58,8.8,2,2308,21
128.801,24.7,-2.53,8.6,2,2318,21
128.818,24.7,-2.57,8.6,2,2330,21
128.831,24.7,-2.59,8.6,2,2338,21
128.846,24.7,-2.2,8.3,2,2349,21
128.872,24.7,-2.25,8.3,2,2361,21
128.899,25.1,-2.16,8.3,2,2362,21
128.901,25.1,-1.91,8.3,2,2370,21
128.913,25.1,-2.03,8.3,2,2373,21
128.936,25.1,-1.93,8.6,2,2369,21
128.958,24.7,-1.8,8.6,2,2371,21
128.969,24.7,-1.94,8.6,2,2375,21
128.984,24.7,-1.84,8.6,2,2370,21
129.001,24.7,-1.77,8.6,2,2376,21
129.014,24.7,-1.88,8.6,2,2378,21
129.03,25.1,-1.74,8.6,2,2380,21
129.057,25.1,-1.78,8.3,2,2393,21
129.085,25.1,-1.6,8.3,2,2403,21
129.097,25.1,-1.51,8.6,2,2413,22
129.109,25.1,-1.66,8.6,2,2415,22
129.121,25.1,-1.76,8.6,2,2417,22
129.139,25.1,-1.62,8.6,2,2425,22
129.151,25.5,-1.43,8.3,2,2431,22
129.166,25.5,-1.68,8.3,2,2437,22
129.188,25.5,-1.56,8.3,2,2434,22
129.216,25.5,-1.41,8.3,2,2436,22
129.229,25.5,-1.58,8.3,2,2440,22
129.24,25.5,-1.27,8.3,2,2438,22
129.258,25.5,-1.26,8.3,2,2445,22
129.27,25.5,-1.51,8.3,2,2450,22
129.302,25.5,-1.33,8.3,2,2452,22
129.322,25.5,-1.31,8.1,2,2463,22
129.334,25.5,-1.38,8.1,2,2466,22
129.346,25.5,-1.27,8.3,2,2475,22
129.368,25.5,-1.12,8.3,2,2477,22
129.38,25.9,-1.34,8.3,2,2493,22
129.405,25.9,-1.22,8.3,2,2495,22
129.417,25.9,-1.03,8.3,2,2501,22
129.44,25.9,-1.22,8.1,2,2501,22
129.452,26.3,-1.26,8.1,2,2504,22
129.464,26.3,-1.1,8.1,2,2511,22
129.489,26.3,-0.93,8.1,2,2507,22
129.5,26.7,-1.14,8.1,2,2509,22
129.513,26.7,-1.02,8.1,2,2511,22
129.525,26.7,-0.78,8.1,2,2511,22
129.547,26.7,-0.76,7.9,2,2521,22
129.559,26.7,-1,7.9,2,2528,22
129.599,26.7,-0.88,7.9,2,2532,22
129.6,26.7,-0.73,7.6,2,2542,22
129.615,26.7,-0.75,7.9,2,2547,23
129.647,26.7,-0.91,7.9,2,2552,23
129.662,26.7,-0.58,7.9,2,2561,23
129.674,26.7,-0.55,7.9,2,2562,23
129.696,26.7,-0.85,7.9,2,2571,23
129.712,26.7,-0.87,7.9,2,2570,23
129.724,26.7,-0.7,7.9,2,2571,23
129.736,26.7,-0.49,7.6,2,2577,23
129.748,26.7,-0.65,7.6,2,2582,23
129.774,26.7,-0.8,7.6,2,2588,23
129.793,26.7,-0.62,7.6,2,2592,23
129.805,26.7,-0.47,7.6,2,2598,23
129.826,27.1,-0.51,7.6,2,2603,23
129.832,27.1,-0.68,7.6,2,2607,23
129.845,27.1,-0.68,7.9,2,2606,24
129.883,27.5,-0.28,7.6,2,2616,24
129.895,27.8,-0.26,7.6,2,2636,24
129.906,28.2,-0.44,7.6,2,2643,24
129.939,28.2,-0.42,7.4,2,2647,24
129.951,28.2,-0.24,7.4,2,2653,24
129.975,28.2,0.03,7.1,2,2654,24
129.992,28.2,-0.07,7.1,2,2656,24
130.007,28.2,-0.31,7.1,2,2654,24
130.019,28.2,-0.27,7.1,2,2656,24
130.045,28.2,-0.06,7.1,2,2653,24
130.059,28.2,0.12,7.1,2,2669,24
130.075,28.2,-0.01,6.9,2,2673,24
130.097,28.2,-0.21,7.1,2,2682,24
130.116,28.2,-0.21,7.1,2,2692,24
130.128,28.2,-0.21,7.1,2,2694,24
130.146,28.2,-0.08,6.9,2,2709,24
130.158,28.2,-0.01,6.9,2,2717,24
130.17,28.2,-0.34,6.9,2,2717,24
130.182,28.6,-0.5,6.9,2,2716,24
130.199,28.6,-0.6,6.9,2,2717,24
130.222,28.6,-0.61,6.7,2,2703,24
130.247,28.6,-0.17,6.7,2,2695,24
130.259,28.6,-0.07,6.4,2,2712,24
130.271,28.6,-0.18,6.2,2,2728,24
130.293,28.6,-0.49,6.2,2,2738,24
130.319,28.6,-0.61,6.2,2,2758,24
130.323,28.6,-0.75,6.2,2,2768,24
130.339,28.6,-0.51,6.2,2,2785,25
130.366,28.6,-0.33,6.2,2,2794,25
130.378,28.6,-0.11,6.2,2,2802,25
130.392,28.6,-0.07,6.2,2,2811,25
130.415,28.6,-0.3,6.2,2,2812,25
130.429,28.6,-0.49,6.2,2,2807,25
130.452,28.2,-0.68,6.2,2,2808,25
130.471,28.2,-0.74,6.2,2,2801,25
130.483,28.2,-0.71,6.4,2,2804,25
130.516,28.2,-0.42,6.2,2,2808,25
130.532,28.2,-0.28,6.4,2,2813,25
130.546,28.2,-0.18,6.4,2,2827,25
130.558,28.2,-0.19,6.2,2,2831,25
130.57,28.2,-0.33,6.2,2,2844,25
130.588,28.6,-0.42,6.4,2,2864,25
130.599,28.6,-0.55,6.2,2,2879,25
130.628,28.6,-0.71,6.2,2,2889,25
130.64,28.6,-0.76,6.2,2,2889,25
130.652,28.6,-0.76,6.2,2,2895,25
130.665,28.6,-0.77,6.2,2,2901,25
130.693,28.6,-0.73,6.2,2,2901,26
130.705,28.6,-0.61,6.2,2,2900,26
130.717,28.6,-0.55,6.2,2,2899,26
130.729,28.6,-0.33,6.2,2,2901,26
130.752,28.6,-0.27,6.2,2,2902,26
130.775,28.6,-0.16,6,2,2911,26
130.779,28.6,-0.12,6,2,2921,26
130.793,28.6,0,6,2,2933,26
130.818,28.6,0.02,6,2,2940,26
130.83,28.6,0.08,5.7,2,2971,26
130.847,28.6,0.06,6,2,2977,27
130.872,28.6,0.02,6,2,2991,27
130.892,28.6,0.06,5.7,2,2998,27
130.906,28.6,0.01,5.7,2,3003,27
130.918,28.6,0.05,5.7,2,3005,27
130.932,28.6,0.07,5.7,2,3002,27
130.949,28.6,0.06,5.7,2,3004,27
130.962,28.6,0.13,5.7,2,3007,27
130.983,28.6,0.13,5.7,2,3010,27
130.995,28.6,0.11,5.7,2,3011,27
131.007,28.6,0.17,6,2,3014,27
131.019,28.6,0.11,6,2,3026,27
131.044,28.6,0.19,5.7,2,3035,27
131.062,28.6,0.19,5.7,2,3046,27
131.076,28.6,0.19,5.7,2,3051,27
131.088,28.6,0.08,5.7,2,3060,27
131.102,28.6,0.05,5.7,2,3075,27
131.124,28.6,0.02,5.7,2,3083,27
131.144,28.6,-0.01,5.7,2,3094,27
131.166,28.6,-0.13,5.7,2,3112,27
131.19,28.6,-0.19,5.7,2,3113,27
131.212,28.6,-0.32,5.7,2,3127,27
131.225,28.6,-0.34,5.7,2,3127,28
131.256,28.6,-0.28,5.7,2,3134,28
131.268,28.6,-0.05,5.7,2,3147,28
131.29,28.6,0.07,5.7,2,3152,28
131.303,28.6,0.3,5.7,2,3159,28
131.315,28.6,0.36,5.7,2,3158,28
131.346,28.6,0.26,5.7,2,3167,29
131.368,29,0.06,5.7,2,3183,29
131.38,29,-0.07,5.7,2,3190,29
131.392,28.6,-0.16,5.7,2,3200,29
131.414,28.6,-0.2,5.7,2,3211,29
131.426,28.6,-0.03,5.5,2,3213,29
131.45,28.6,0.11,5.5,2,3228,29
131.475,28.6,0.4,5.5,2,3234,29
131.48,28.6,0.35,5.5,2,3243,29
131.492,28.6,0.26,5.5,2,3249,29
131.515,28.6,0.05,5.5,2,3260,29
131.537,28.6,-0.18,5.5,2,3266,29
131.559,28.6,-0.12,5.5,2,3272,29
131.583,28.6,0.27,5.5,2,3274,29
131.587,28.6,0.39,5.5,2,3281,29
131.599,28.6,0.22,5.5,2,3286,29
131.625,28.6,0.03,5.5,2,3294,29
131.637,28.6,-0.21,5.5,2,3303,29
131.649,28.6,-0.21,5.7,2,3312,30
131.673,28.6,0.21,5.5,2,3314,30
131.697,28.6,0.37,5.5,2,3322,30
131.709,28.6,0.25,5.5,2,3342,30
131.733,28.6,-0.04,5.5,2,3351,30
131.737,28.6,-0.26,5.5,2,3355,30
131.749,28.6,0.38,5.5,2,3361,30
131.776,28.6,0.41,5.5,2,3371,30
131.788,28.6,0.3,5.5,2,3376,30
131.802,28.6,0.03,5.5,2,3383,30
131.824,28.6,-0.19,5.7,2,3390,30
131.846,28.6,0.16,5.7,2,3396,30
131.859,28.6,0.31,5.7,2,3394,30
131.872,28.6,0.05,5.7,2,3402,30
131.885,28.6,-0.1,5.7,2,3408,30
131.907,28.6,0.18,5.7,2,3410,30
131.925,28.6,0.24,5.7,2,3415,30
131.937,28.6,0.15,5.5,2,3421,30
131.952,29,-0.07,5.5,2,3423,30
131.964,29,-0.3,5.5,2,3431,30
131.976,29,0.19,5.7,2,3440,31
131.998,29,0.23,5.7,2,3450,31
132.01,29,0.08,5.7,2,3464,31
132.033,29,-0.29,5.7,2,3475,31
132.052,29,0.03,5.7,2,3489,31
132.064,28.6,0.19,5.7,2,3496,31
132.076,28.6,-0.12,5.7,2,3503,31
132.088,28.6,0.23,5.7,2,3507,31
132.1,29,-0.03,5.7,2,3504,31
132.122,29,0.12,5.7,2,3518,31
132.144,29,-0.2,5.7,2,3512,32
132.156,28.6,-0.42,5.7,2,3520,32
132.168,28.6,0.14,5.7,2,3524,32
132.192,29,0.03,5.7,2,3528,32
132.204,28.6,-0.04,5.7,2,3530,32
132.227,28.6,0.16,5.7,2,3540,32
132.239,29,-0.23,5.7,2,3552,32
132.263,29,-0.32,5.7,2,3552,32
132.275,29,-0.13,5.7,2,3561,32
132.297,29,-0.04,5.7,2,3577,32
132.309,29,-0.17,5.7,2,3574,32
132.323,29,-0.04,5.7,2,3585,32
132.345,28.6,0.07,5.7,2,3596,32
132.357,29,-0.34,6,2,3604,32
132.369,29,-0.05,5.7,2,3603,32
132.406,29,0.02,5.7,2,3615,32
132.408,29,-0.45,6,2,3613,32
132.42,29,-0.21,6,2,3620,32
132.442,29,-0.06,5.7,2,3629,32
132.458,29,0.11,5.7,2,3629,32
132.47,29,-0.6,5.7,2,3635,32
132.482,29,-0.25,5.7,2,3644,32
132.508,28.6,-0.36,6,2,3652,33
132.52,28.6,0.11,6,2,3661,33
132.532,28.6,-0.43,6,2,3665,33
132.554,28.6,-0.56,6,2,3678,33
132.576,28.6,-0.18,6,2,3684,33
132.588,28.6,-0.2,6,2,3694,33
132.616,28.6,-0.12,6,2,3692,33
132.628,28.6,-0.13,5.7,2,3703,33
132.64,28.6,-0.65,5.7,2,3704,33
132.661,28.6,0.01,6,2,3701,34
132.677,28.6,-0.66,6,2,3710,34
132.691,28.6,-0.45,6,2,3716,34
132.718,28.6,-0.4,6,2,3713,34
132.729,29,-0.75,6,2,3723,34
132.755,28.6,-0.24,6,2,3732,34
132.756,28.6,-0.27,6,2,3742,34
132.768,28.6,-0.33,6,2,3753,34
132.792,28.6,-0.25,5.7,2,3760,34
132.806,28.6,-0.33,5.7,2,3771,34
132.818,28.6,-0.43,6,2,3771,34
132.83,28.6,-0.51,6,2,3783,34
132.847,28.6,-0.78,6,2,3783,34
132.859,28.6,-0.23,6,2,3791,34
132.883,28.6,-0.8,6,2,3796,34
132.914,28.6,-0.16,6,2,3794,34
132.919,28.6,-0.84,6,2,3797,34
132.933,28.6,-0.2,6.2,2,3805,34
132.969,28.6,-0.44,6,2,3819,34
132.981,28.6,-0.42,6,2,3825,34
133.004,28.2,-1.02,6,2,3833,34
133.027,27.8,-0.37,6.2,2,3834,35
133.039,27.8,-0.97,6.2,2,3842,35
133.061,27.5,-0.49,6.2,2,3852,35
133.063,27.5,-1.15,6.2,2,3852,35
133.075,27.5,-0.63,6.2,2,3858,35
133.097,27.1,-1.22,6.2,2,3858,35
133.112,26.7,-0.69,6.4,2,3861,35
133.126,26.7,-0.69,6.2,2,3867,35
133.138,26.7,-1.4,6.4,2,3871,35
133.152,26.3,-0.97,6.4,2,3874,35
133.164,26.3,-1.55,6.4,2,3885,35
133.176,25.9,-1.29,6.4,2,3890,35
133.207,25.5,-1.65,6.4,2,3893,35
133.229,24.7,-1.66,6.7,2,3906,35
133.258,23.9,-2,6.7,2,3909,35
133.259,23.1,-1.96,6.9,2,3914,35
133.273,21.6,-2.66,6.9,2,3914,35
133.287,20,-2.34,7.1,2,3911,35
133.299,19.2,-3.31,7.4,2,3916,35
133.322,17.6,-2.87,7.9,2,3906,35
133.349,17.3,-3.92,8.1,2,3911,35
133.363,16.9,-4.42,8.6,2,3906,35
133.399,16.9,-4.53,8.8,2,3901,35
133.412,16.1,-4.88,9.3,2,3906,35
133.424,15.3,-4.88,9.5,2,3909,35
133.447,14.5,-5.33,10,2,3918,35
133.459,12.5,-5.57,10.2,2,3926,35
133.486,11.4,-5.97,10.7,2,3934,35
133.498,7.1,-6.06,11.7,2,3951,36
133.51,5.9,-6.6,12.1,2,3949,36
133.522,4.3,-7.08,13.3,2,3952,36
133.557,0,-8.25,16,2,3951,36
133.569,0,-8.5,17.1,2,3941,36
133.592,0,-9,19.3,2,3932,36
133.604,0,-9.44,21.9,2,3921,36
133.616,0,-9.73,24.3,2,3921,36
133.638,0,-10.19,26.9,2,3918,36
133.65,0,-10.26,28.3,2,3924,36
133.662,0,-10.73,30.5,2,3919,36
133.684,0,-10.72,31.9,2,3924,36
133.707,0,-11.12,34.3,2,3919,36
133.729,0,-11.38,37.1,2,3903,36
133.753,0,-11.37,38.3,2,3900,36
133.758,0,-11.57,39.5,2,3885,36
133.77,0,-11.71,41.2,2,3874,36
133.796,0,-11.77,43.3,2,3856,36
133.807,0,-12,46.2,2,3848,36
133.819,0,-12.2,49.1,2,3831,36
133.847,0,-12.28,51.7,2,3817,36
133.859,0,-12.29,56,2,3785,36
133.886,0,-12.46,57.6,2,3782,36
133.898,0,-12.47,60,2,3744,35
133.91,0,-12.59,62.2,2,3728,35
133.928,0,-12.47,64.3,2,3704,35
133.94,0,-12.63,66.2,2,3684,35
133.963,0,-12.57,67.6,2,3662,35
133.975,0,-12.55,69.1,2,3637,35
133.997,0,-12.61,71,2,3617,35
134.009,0,-12.65,71.9,2,3595,35
134.021,0,-12.51,73.8,2,3575,35
134.038,0,-12.59,74.3,2,3548,35
134.051,0,-12.67,75.7,2,3524,35
134.067,0,-12.46,75.7,2,3516,35
134.095,0,-12.48,73.3,2,3482,35
134.106,0,-12.46,68.3,2,3472,35
134.118,0,-12.21,66,2,3450,35
134.142,0,-12.14,64.3,2,3430,35
134.17,0,-12.17,64.1,2,3410,35
134.173,0,-12.19,63.8,2,3382,35
134.195,0,-12.11,63.3,2,3359,35
134.207,0,-12,63.3,2,3342,35
134.23,0,-11.99,63.3,0,3314,35
134.243,0,-11.97,63.6,3,3274,35
134.256,0,-12.02,63.8,3,3240,35
134.282,0,-12.07,64.3,3,3192,35
134.305,2,-11.95,64.8,3,3151,35
134.317,3.1,-11.91,65,3,3102,35
134.329,3.5,-11.82,66,3,3073,35
134.364,5.1,-11.69,66.2,3,2994,35
134.376,6.3,-11.67,65.7,3,2942,35
134.401,7.5,-11.62,64.8,3,2891,35
134.409,8.2,-11.55,62.4,3,2862,35
134.435,9,-11.51,60.7,3,2840,35
134.447,10.6,-11.35,55.2,3,2800,35
134.458,12.2,-11.19,51.4,3,2747,35
134.47,13.3,-10.99,44.5,3,2719,35
134.49,15.3,-9.94,38.8,3,2688,35
134.503,16.1,-9.59,34.1,3,2660,35
